id,Date,Grain,Destination,Port,FGIS_Reg,MT,Pounds
429572,1/2/20,SOYBEANS,INDONESIA,S. ATLANTIC,EAST COAST,490,1080000
429573,1/2/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,490,1080000
429574,1/2/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,490,1080000
429575,1/2/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,490,1080000
429576,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,441,972000
429577,1/2/20,SOYBEANS,INDONESIA,S. ATLANTIC,EAST COAST,294,648000
429578,1/2/20,SOYBEANS,INDONESIA,S. ATLANTIC,EAST COAST,294,648000
429579,1/2/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
429580,1/2/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
429581,1/2/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,245,540000
429582,10/3/19,CORN,MEXICO,N. TEXAS,WEST GULF,100,220000
429583,11/21/19,SOYBEANS,JAPAN,INTERIOR,INTERIOR,24,54000
429584,11/21/19,SOYBEANS,JAPAN,INTERIOR,INTERIOR,196,432000
429585,12/12/19,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,269,594000
429586,12/19/19,SOYBEANS,CHINA T,INTERIOR,INTERIOR,343,756000
429587,12/26/19,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,41,89948
429588,12/19/19,SOYBEANS,CHINA T,INTERIOR,INTERIOR,24,54000
429589,12/19/19,SOYBEANS,CHINA T,INTERIOR,INTERIOR,220,486000
429590,1/2/20,WHEAT,CHINA T,COLUMBIA R.,WEST COAST,5722,12615824
429591,1/2/20,WHEAT,CHINA T,COLUMBIA R.,WEST COAST,26985,59491131
429592,1/2/20,SOYBEANS,CHINA MAIN,MISSISSIPPI R.,EAST GULF,70532,155495600
429593,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429594,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
429595,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429596,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,245,540000
429597,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429598,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,441,972000
429599,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,171,378000
429600,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429601,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,98,216000
429602,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,171,378000
429603,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,49,108000
429604,1/2/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,367,810000
429605,1/2/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,367,810000
429606,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,24,54000
429607,1/2/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,98,216000
429608,1/2/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,147,324000
429609,1/2/20,WHEAT,CHINA T,COLUMBIA R.,WEST COAST,18637,41088233
429610,1/2/20,WHEAT,PHILIPPINES,COLUMBIA R.,WEST COAST,24200,53351320
429611,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,24,54000
429612,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429613,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429614,1/9/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,465,1026000
429615,1/9/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,416,918000
429616,1/9/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,245,540000
429617,1/9/20,SOYBEANS,PHILIPPINES,INTERIOR,INTERIOR,465,1026000
429618,1/9/20,SOYBEANS,PHILIPPINES,INTERIOR,INTERIOR,465,1026000
429619,1/9/20,WHEAT,MEXICO,INTERIOR,INTERIOR,5788,12760000
429620,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,245,540000
429621,1/9/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,465,1026000
429622,1/9/20,SOYBEANS,CHINA MAIN,MISSISSIPPI R.,EAST GULF,72669,160208300
429623,1/9/20,CORN,ST. LUCIA,MISSISSIPPI R.,EAST GULF,5264,11604100
429624,1/9/20,CORN,TRINIDAD,MISSISSIPPI R.,EAST GULF,9900,21824760
429625,1/9/20,WHEAT,TRINIDAD,MISSISSIPPI R.,EAST GULF,4400,9699960
429626,1/9/20,WHEAT,TRINIDAD,MISSISSIPPI R.,EAST GULF,7809,17216940
429627,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,96,211200
429628,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,9979,22000000
429629,1/9/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,144,316800
429630,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,120,264000
429631,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,144,316800
429632,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,48,105600
429633,1/9/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,335,739200
429634,1/9/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,383,844800
429635,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,455,1003200
429636,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,647,1425600
429637,1/9/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,239,528000
429638,1/9/20,WHEAT,HAITI,N. TEXAS,WEST GULF,12600,27778200
429639,1/9/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,490,1080000
429640,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429641,1/9/20,WHEAT,MEXICO,INTERIOR,INTERIOR,11476,25300000
429642,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,269,594000
429643,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,171,378000
429644,1/9/20,CORN,CHINA T,INTERIOR,INTERIOR,490,1080000
429645,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,245,540000
429646,1/9/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,245,540000
429647,1/9/20,SOYBEANS,PHILIPPINES,INTERIOR,INTERIOR,122,270000
429648,1/9/20,SOYBEANS,PHILIPPINES,INTERIOR,INTERIOR,147,324000
429649,1/9/20,CORN,CHINA T,INTERIOR,INTERIOR,465,1026000
429650,1/9/20,CORN,HONG KONG,INTERIOR,INTERIOR,196,432000
429651,1/9/20,CORN,HONG KONG,INTERIOR,INTERIOR,73,162000
429652,1/9/20,CORN,CHINA T,INTERIOR,INTERIOR,245,540000
429653,1/9/20,CORN,HONG KONG,INTERIOR,INTERIOR,490,1080000
429654,1/9/20,CORN,HONG KONG,INTERIOR,INTERIOR,147,324000
429655,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,11077,24420000
429656,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,499,1100000
429657,1/9/20,WHEAT,MEXICO,INTERIOR,INTERIOR,100,220000
429658,1/9/20,WHEAT,MEXICO,INTERIOR,INTERIOR,10777,23760000
429659,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,9680,21340000
429660,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429661,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429662,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,416,918000
429663,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,416,918000
429664,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
429665,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
429666,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,49,108000
429667,1/9/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,294,648000
429668,1/9/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,294,648000
429669,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,416,918000
429670,1/9/20,CORN,JAPAN,MISSISSIPPI R.,EAST GULF,21961,48416130
429671,1/9/20,CORN,JAPAN,MISSISSIPPI R.,EAST GULF,3284,7239620
429672,1/9/20,WHEAT,CHILE,COLUMBIA R.,WEST COAST,37500,82672780
429673,1/9/20,CORN,COSTA RICA,MISSISSIPPI R.,EAST GULF,15088,33263000
429674,1/9/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,359,792000
429675,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,216,475200
429676,1/9/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,96,211200
429677,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,168,369600
429678,1/9/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,431,950400
429679,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,96,211200
429680,1/9/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,48,105600
429681,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,718,1584000
429682,1/9/20,SOYBEANS,COSTA RICA,MISSISSIPPI R.,EAST GULF,17132,37769820
429683,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,11476,25300000
429684,1/9/20,SOYBEANS,MEXICO,INTERIOR,INTERIOR,9480,20900000
429685,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,441,972000
429686,1/9/20,SOYBEANS,BANGLADESH,MISSISSIPPI R.,EAST GULF,57713,127236160
429687,1/9/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,220,486000
429688,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,465,1026000
429689,1/9/20,SOYBEANS,CHINA MAIN,MISSISSIPPI R.,EAST GULF,68735,151535220
429690,1/9/20,CORN,CHINA T,INTERIOR,INTERIOR,490,1080000
429691,1/9/20,SOYBEANS,TUNISIA,MISSISSIPPI R.,EAST GULF,32050,70657400
429692,1/9/20,CORN,JAPAN,MISSISSIPPI R.,EAST GULF,2000,4409060
429693,1/9/20,CORN,CHINA T,INTERIOR,INTERIOR,220,486000
429694,1/9/20,CORN,JAPAN,MISSISSIPPI R.,EAST GULF,24623,54284120
429695,1/9/20,CORN,CHINA T,INTERIOR,INTERIOR,122,270000
429696,1/9/20,CORN,CHINA T,INTERIOR,INTERIOR,490,1080000
429697,1/9/20,CORN,CHINA T,INTERIOR,INTERIOR,196,432000
429698,1/9/20,CORN,CHINA T,INTERIOR,INTERIOR,416,918000
429699,1/9/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,294,648000
429700,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
429701,1/9/20,SORGHUM,DJIBOUTI,N. TEXAS,WEST GULF,15000,33069000
429702,1/9/20,WHEAT,ETHIOPIA,N. TEXAS,WEST GULF,30950,68232370
429703,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,416,918000
429704,1/9/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,343,756000
429705,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,147,324000
429706,1/9/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,318,702000
429707,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429708,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429709,1/9/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,343,756000
429710,1/9/20,SOYBEANS,CHINA MAIN,MISSISSIPPI R.,EAST GULF,71267,157116530
429711,1/9/20,CORN,MEXICO,MISSISSIPPI R.,EAST GULF,27490,60605620
429712,1/9/20,SOYBEANS,JAPAN,MISSISSIPPI R.,EAST GULF,17032,37550040
429713,1/9/20,SOYBEANS,MEXICO,INTERIOR,INTERIOR,10578,23320000
429714,1/9/20,SOYBEANS,MEXICO,MISSISSIPPI R.,EAST GULF,6599,14549280
429715,1/9/20,WHEAT,JAPAN,COLUMBIA R.,WEST COAST,33696,74287194
429716,1/9/20,WHEAT,PHILIPPINES,COLUMBIA R.,WEST COAST,33000,72751800
429717,1/9/20,WHEAT,KOREA REP,COLUMBIA R.,WEST COAST,550,1212530
429718,1/9/20,WHEAT,KOREA REP,COLUMBIA R.,WEST COAST,11000,24250600
429719,1/9/20,WHEAT,KOREA REP,COLUMBIA R.,WEST COAST,6600,14550360
429720,1/9/20,WHEAT,KOREA REP,COLUMBIA R.,WEST COAST,10450,23038070
429721,1/9/20,SOYBEANS,CHINA MAIN,PUGET SOUND,WEST COAST,66149,145834290
429722,1/9/20,CORN,CHINA T,INTERIOR,INTERIOR,24,54000
429723,1/9/20,SOYBEANS,JAPAN,MISSISSIPPI R.,EAST GULF,22035,48578400
429724,1/9/20,CORN,CHINA T,INTERIOR,INTERIOR,24,54000
429725,1/9/20,CORN,JAPAN,MISSISSIPPI R.,EAST GULF,10025,22100980
429726,1/9/20,CORN,JAPAN,MISSISSIPPI R.,EAST GULF,13937,30726160
429727,1/9/20,SOYBEANS,NETHERLANDS,MISSISSIPPI R.,EAST GULF,69381,152957930
429728,1/9/20,WHEAT,MEXICO,MISSISSIPPI R.,EAST GULF,32636,71949470
429729,1/9/20,SOYBEANS,NETHERLANDS,MISSISSIPPI R.,EAST GULF,58070,128021700
429730,1/9/20,CORN,MEXICO,MISSISSIPPI R.,EAST GULF,26664,58784860
429731,1/9/20,WHEAT,MEXICO,MISSISSIPPI R.,EAST GULF,5500,12124340
429732,1/9/20,SOYBEANS,VIETNAM,S. ATLANTIC,EAST COAST,269,594000
429733,1/9/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,367,810000
429734,1/9/20,SOYBEANS,MEXICO,INTERIOR,INTERIOR,11376,25080000
429735,1/9/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,367,810000
429736,1/9/20,SOYBEANS,INDONESIA,S. ATLANTIC,EAST COAST,294,648000
429737,1/9/20,SOYBEANS,INDONESIA,S. ATLANTIC,EAST COAST,294,648000
429738,1/9/20,SOYBEANS,INDONESIA,S. ATLANTIC,EAST COAST,294,648000
429739,1/9/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,490,1080000
429740,1/9/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,490,1080000
429741,1/9/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,490,1080000
429742,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,318,702000
429743,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,171,378000
429744,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,245,540000
429745,1/9/20,SOYBEANS,PAKISTAN,MISSISSIPPI R.,EAST GULF,72596,160047540
429746,1/9/20,WHEAT,NIGERIA,N. TEXAS,WEST GULF,9854,21724980
429747,1/9/20,WHEAT,NIGERIA,N. TEXAS,WEST GULF,21146,46619000
429748,1/9/20,SOYBEANS,EGYPT,MISSISSIPPI R.,EAST GULF,56025,123514740
429749,1/9/20,WHEAT,TRINIDAD,MISSISSIPPI R.,EAST GULF,3972,8756760
429750,1/9/20,WHEAT,TRINIDAD,MISSISSIPPI R.,EAST GULF,2737,6033720
429751,1/9/20,CORN,TRINIDAD,MISSISSIPPI R.,EAST GULF,6380,14064800
429752,1/9/20,SOYBEANS,NETHERLANDS,MISSISSIPPI R.,EAST GULF,70056,154446060
429753,1/9/20,WHEAT,KOREA REP,COLUMBIA R.,WEST COAST,2901,6394920
429754,1/9/20,WHEAT,KOREA REP,COLUMBIA R.,WEST COAST,19081,42067460
429755,1/9/20,WHEAT,KOREA REP,COLUMBIA R.,WEST COAST,12779,28173780
429756,1/9/20,WHEAT,KOREA REP,COLUMBIA R.,WEST COAST,17830,39307610
429757,1/9/20,WHEAT,CHINA T,PUGET SOUND,WEST COAST,49,108000
429758,1/9/20,WHEAT,BRAZIL,MISSISSIPPI R.,EAST GULF,32779,72265500
429759,1/9/20,CORN,PERU,MISSISSIPPI R.,EAST GULF,14561,32100680
429760,1/9/20,SOYBEANS,COSTA RICA,MISSISSIPPI R.,EAST GULF,7825,17251140
429761,1/9/20,CORN,COSTA RICA,MISSISSIPPI R.,EAST GULF,28378,62562680
429762,1/9/20,WHEAT,COSTA RICA,MISSISSIPPI R.,EAST GULF,4686,10330020
429763,1/9/20,CORN,COLOMBIA,MISSISSIPPI R.,EAST GULF,54461,120066220
429764,1/9/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,120,264000
429765,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,671,1478400
429766,1/9/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,144,316800
429767,1/9/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,239,528000
429768,1/9/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,24,52800
429769,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,48,105600
429770,1/9/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,192,422400
429771,1/9/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,192,422400
429772,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,48,105600
429773,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,479,1056000
429774,1/9/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,695,1531200
429775,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,216,475200
429776,1/9/20,SOYBEANS,MEXICO,INTERIOR,INTERIOR,96,211200
429777,1/9/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,239,528000
429778,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,96,211200
429779,1/9/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,120,264000
429780,1/9/20,BARLEY,CANADA,INTERIOR,INTERIOR,24,52800
429781,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,245,540000
429782,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,24,52800
429783,1/9/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,216,475200
429784,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,527,1161600
429785,1/9/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,431,950400
429786,1/9/20,WHEAT,JAPAN,PUGET SOUND,WEST COAST,416,918000
429787,1/9/20,CORN,CHINA T,INTERIOR,INTERIOR,490,1080000
429788,1/9/20,CORN,CHINA T,INTERIOR,INTERIOR,24,54000
429789,1/9/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,269,594000
429790,1/9/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,392,864000
429791,1/9/20,CORN,HONG KONG,INTERIOR,INTERIOR,122,270000
429792,1/9/20,CORN,CHINA T,INTERIOR,INTERIOR,196,432000
429793,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,294,648000
429794,1/9/20,CORN,CHINA T,INTERIOR,INTERIOR,294,648000
429795,1/9/20,CORN,CHINA T,INTERIOR,INTERIOR,122,270000
429796,1/9/20,CORN,CHINA T,INTERIOR,INTERIOR,122,270000
429797,1/9/20,CORN,COLOMBIA,MISSISSIPPI R.,EAST GULF,21955,48401690
429798,1/9/20,SOYBEANS,COLOMBIA,MISSISSIPPI R.,EAST GULF,11983,26417720
429799,1/9/20,OATS,MEXICO,INTERIOR,INTERIOR,100,220000
429800,1/9/20,CORN,MALAYSIA,INTERIOR,INTERIOR,343,756000
429801,1/9/20,CORN,KOREA REP,INTERIOR,INTERIOR,171,378000
429802,1/9/20,SOYBEANS,CHINA MAIN,MISSISSIPPI R.,EAST GULF,68763,151597000
429803,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,98,216000
429804,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429805,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,220,486000
429806,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,2495,5500000
429807,1/9/20,CORN,CHINA T,INTERIOR,INTERIOR,318,702000
429808,1/9/20,CORN,CHINA T,INTERIOR,INTERIOR,294,648000
429809,1/9/20,SOYBEANS,JAPAN,INTERIOR,INTERIOR,196,432000
429810,1/9/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,294,648000
429811,1/9/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,318,702000
429812,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,294,648000
429813,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,269,594000
429814,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,441,972000
429815,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
429816,1/9/20,CORN,MALAYSIA,INTERIOR,INTERIOR,294,648000
429817,1/9/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,220,486000
429818,1/9/20,CORN,KOREA REP,INTERIOR,INTERIOR,49,108000
429819,1/9/20,CORN,KOREA REP,INTERIOR,INTERIOR,49,108000
429820,1/9/20,SOYBEANS,PHILIPPINES,INTERIOR,INTERIOR,171,378000
429821,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,171,378000
429822,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,367,810000
429823,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429824,1/9/20,CORN,CHINA T,INTERIOR,INTERIOR,465,1026000
429825,1/9/20,CORN,CHINA T,INTERIOR,INTERIOR,465,1026000
429826,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,465,1026000
429827,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,465,1026000
429828,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,465,1026000
429829,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,392,864000
429830,1/9/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,318,702000
429831,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429832,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,245,540000
429833,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,196,432000
429834,1/9/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,147,324000
429835,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,245,540000
429836,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429837,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
429838,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,465,1026000
429839,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,392,864000
429840,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,441,972000
429841,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,318,702000
429842,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,392,864000
429843,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,343,756000
429844,1/9/20,SOYBEANS,JAPAN,INTERIOR,INTERIOR,98,216000
429845,1/9/20,SOYBEANS,JAPAN,INTERIOR,INTERIOR,122,270000
429846,1/9/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,269,594000
429847,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,196,432000
429848,1/9/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,465,1026000
429849,1/9/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,465,1026000
429850,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,367,810000
429851,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,367,810000
429852,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,9879,21780000
429853,1/9/20,SOYBEANS,NEPAL,INTERIOR,INTERIOR,318,702000
429854,1/9/20,SOYBEANS,NEPAL,INTERIOR,INTERIOR,416,918000
429855,1/9/20,SOYBEANS,NEPAL,INTERIOR,INTERIOR,490,1080000
429856,1/9/20,SOYBEANS,NEPAL,INTERIOR,INTERIOR,490,1080000
429857,1/9/20,WHEAT,MEXICO,INTERIOR,INTERIOR,200,440000
429858,1/9/20,WHEAT,MEXICO,INTERIOR,INTERIOR,299,660000
429859,1/9/20,CORN,MEXICO,INTERIOR,INTERIOR,2495,5500000
429860,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429861,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,465,1026000
429862,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,416,918000
429863,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,416,918000
429864,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
429865,1/9/20,CORN,COLOMBIA,MISSISSIPPI R.,EAST GULF,9358,20631790
429866,1/9/20,CORN,COLOMBIA,MISSISSIPPI R.,EAST GULF,20866,46002480
429867,1/9/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,294,648000
429868,1/9/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,294,648000
429869,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429870,1/9/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,490,1080000
429871,1/9/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,24,54000
429872,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,343,756000
429873,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,147,324000
429874,1/9/20,CORN,PHILIPPINES,CALIFORNIA,WEST COAST,245,540000
429875,1/9/20,CORN,KOREA REP,CALIFORNIA,WEST COAST,24,54000
429876,1/9/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,318,702000
429877,1/9/20,CORN,KOREA REP,CALIFORNIA,WEST COAST,24,54000
429878,1/9/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,343,756000
429879,1/9/20,CORN,KOREA REP,CALIFORNIA,WEST COAST,49,108000
429880,1/9/20,CORN,KOREA REP,CALIFORNIA,WEST COAST,49,108000
429881,1/9/20,WHEAT,JAPAN,CALIFORNIA,WEST COAST,269,594000
429882,1/9/20,WHEAT,JAPAN,CALIFORNIA,WEST COAST,269,594000
429883,1/9/20,SOYBEANS,ITALY,MISSISSIPPI R.,EAST GULF,31957,70453120
429884,1/9/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,245,540000
429885,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429886,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429887,1/9/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,465,1026000
429888,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,196,432000
429889,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
429890,1/9/20,SOYBEANS,PAKISTAN,MISSISSIPPI R.,EAST GULF,64495,142187780
429891,1/9/20,CORN,JAPAN,MISSISSIPPI R.,EAST GULF,5511,12149120
429892,1/9/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,490,1080000
429893,1/9/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429894,1/9/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,171,378000
